date,open,high,low,close,volume,average,barCount
2026-04-15 09:34:00-04:00,21.43,21.44,21.43,21.43,100.0,21.435,1
2026-04-15 09:35:00-04:00,21.44,21.44,21.44,21.44,132.0,21.44,1
2026-04-15 09:36:00-04:00,21.44,21.44,21.44,21.44,0.0,21.44,0
2026-04-15 09:37:00-04:00,21.44,21.44,21.44,21.44,0.0,21.44,0
2026-04-15 09:38:00-04:00,21.44,21.44,21.44,21.44,0.0,21.44,0
2026-04-15 09:39:00-04:00,21.44,21.44,21.44,21.44,0.0,21.44,0
2026-04-15 09:40:00-04:00,21.44,21.44,21.44,21.44,0.0,21.44,0
2026-04-15 09:41:00-04:00,21.44,21.44,21.44,21.44,0.0,21.44,0
2026-04-15 09:42:00-04:00,21.44,21.44,21.44,21.44,0.0,21.44,0
2026-04-15 09:43:00-04:00,21.44,21.44,21.44,21.44,0.0,21.44,0
2026-04-15 09:44:00-04:00,21.44,21.44,21.44,21.44,0.0,21.44,0
2026-04-15 09:45:00-04:00,21.58,21.58,21.58,21.58,200.0,21.58,2
2026-04-15 09:46:00-04:00,21.58,21.58,21.58,21.58,0.0,21.58,0
2026-04-15 09:47:00-04:00,21.58,21.58,21.58,21.58,0.0,21.58,0
2026-04-15 09:48:00-04:00,21.58,21.58,21.58,21.58,0.0,21.58,0
2026-04-15 09:49:00-04:00,21.53,21.53,21.47,21.47,200.0,21.5,2
2026-04-15 09:50:00-04:00,21.54,21.54,21.54,21.54,100.0,21.54,1
2026-04-15 09:51:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 09:52:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 09:53:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 09:54:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 09:55:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 09:56:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 09:57:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 09:58:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 09:59:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 10:00:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 10:01:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 10:02:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 10:03:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 10:04:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 10:05:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
2026-04-15 10:06:00-04:00,21.54,21.54,21.54,21.54,0.0,21.54,0
