date,open,high,low,close,volume,average,barCount
2026-04-20 04:00:00-04:00,12.93,12.93,12.76,12.76,1000.0,12.913,2
2026-04-20 04:01:00-04:00,12.5,12.58,12.5,12.58,1300.0,12.528,6
2026-04-20 04:02:00-04:00,12.58,12.58,12.58,12.58,0.0,12.58,0
2026-04-20 04:03:00-04:00,12.58,12.58,12.58,12.58,0.0,12.58,0
2026-04-20 04:04:00-04:00,12.7,12.7,12.7,12.7,530.0,12.7,1
2026-04-20 04:05:00-04:00,12.7,12.7,12.7,12.7,0.0,12.7,0
2026-04-20 04:06:00-04:00,12.7,12.7,12.7,12.7,0.0,12.7,0
2026-04-20 04:07:00-04:00,12.56,12.56,12.56,12.56,100.0,12.56,1
2026-04-20 04:08:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:09:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:10:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:11:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:12:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:13:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:14:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:15:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:16:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:17:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:18:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:19:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:20:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:21:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 04:22:00-04:00,12.73,12.73,12.73,12.73,400.0,12.73,1
2026-04-20 04:23:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:24:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:25:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:26:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:27:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:28:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:29:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:30:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:31:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:32:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:33:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:34:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:35:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:36:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:37:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:38:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:39:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:40:00-04:00,12.73,12.73,12.73,12.73,0.0,12.73,0
2026-04-20 04:41:00-04:00,12.7,12.7,12.7,12.7,100.0,12.7,1
2026-04-20 04:42:00-04:00,12.7,12.7,12.7,12.7,0.0,12.7,0
2026-04-20 04:43:00-04:00,12.7,12.7,12.7,12.7,0.0,12.7,0
2026-04-20 04:44:00-04:00,12.7,12.7,12.7,12.7,0.0,12.7,0
2026-04-20 04:45:00-04:00,12.71,12.71,12.7,12.71,300.0,12.705,1
2026-04-20 04:46:00-04:00,12.71,12.71,12.71,12.71,0.0,12.71,0
2026-04-20 04:47:00-04:00,12.71,12.71,12.71,12.71,0.0,12.71,0
2026-04-20 04:48:00-04:00,12.71,12.71,12.71,12.71,0.0,12.71,0
2026-04-20 04:49:00-04:00,12.71,12.71,12.71,12.71,0.0,12.71,0
2026-04-20 04:50:00-04:00,12.71,12.71,12.71,12.71,0.0,12.71,0
2026-04-20 04:51:00-04:00,12.71,12.71,12.71,12.71,0.0,12.71,0
2026-04-20 04:52:00-04:00,12.71,12.71,12.71,12.71,0.0,12.71,0
2026-04-20 04:53:00-04:00,12.7,12.7,12.7,12.7,200.0,12.7,1
2026-04-20 04:54:00-04:00,12.71,12.71,12.71,12.71,200.0,12.71,1
2026-04-20 04:55:00-04:00,12.71,12.71,12.71,12.71,0.0,12.71,0
2026-04-20 04:56:00-04:00,12.71,12.71,12.71,12.71,0.0,12.71,0
2026-04-20 04:57:00-04:00,12.59,12.59,12.5,12.5,220.0,12.541,2
2026-04-20 04:58:00-04:00,12.5,12.5,12.5,12.5,0.0,12.5,0
2026-04-20 04:59:00-04:00,12.5,12.5,12.5,12.5,0.0,12.5,0
2026-04-20 05:00:00-04:00,12.5,12.5,12.5,12.5,0.0,12.5,0
2026-04-20 05:01:00-04:00,12.6,12.61,12.56,12.56,2585.0,12.586,3
2026-04-20 05:02:00-04:00,12.56,12.56,12.56,12.56,0.0,12.56,0
2026-04-20 05:03:00-04:00,12.61,12.61,12.61,12.61,500.0,12.61,2
2026-04-20 05:04:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:05:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:06:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:07:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:08:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:09:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:10:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:11:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:12:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:13:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:14:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:15:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:16:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:17:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:18:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:19:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:20:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:21:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:22:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:23:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:24:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:25:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:26:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:27:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:28:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:29:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:30:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:31:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:32:00-04:00,12.61,12.61,12.61,12.61,0.0,12.61,0
2026-04-20 05:33:00-04:00,12.67,12.67,12.67,12.67,120.0,12.67,1
2026-04-20 05:34:00-04:00,12.65,12.65,12.65,12.65,200.0,12.65,1
2026-04-20 05:35:00-04:00,12.65,12.65,12.65,12.65,0.0,12.65,0
2026-04-20 05:36:00-04:00,12.65,12.65,12.65,12.65,0.0,12.65,0
2026-04-20 05:37:00-04:00,12.65,12.65,12.65,12.65,0.0,12.65,0
2026-04-20 05:38:00-04:00,12.65,12.65,12.65,12.65,0.0,12.65,0
2026-04-20 05:39:00-04:00,12.65,12.65,12.65,12.65,0.0,12.65,0
