date,open,high,low,close,volume,average,barCount
2026-04-20 04:00:00-04:00,172.21,172.29,172.15,172.15,1016.0,172.207,5
2026-04-20 04:01:00-04:00,172.97,172.97,172.31,172.36,4816.0,172.4,31
2026-04-20 04:02:00-04:00,172.31,173.27,170.8,172.0,2762.0,172.144,11
2026-04-20 04:03:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:04:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:05:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:06:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:07:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:08:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:09:00-04:00,171.18,171.19,167.0,167.0,4723.0,169.055,21
2026-04-20 04:10:00-04:00,167.0,167.0,167.0,167.0,0.0,167.0,0
2026-04-20 04:11:00-04:00,167.0,167.0,167.0,167.0,0.0,167.0,0
2026-04-20 04:12:00-04:00,167.0,167.0,167.0,167.0,0.0,167.0,0
2026-04-20 04:13:00-04:00,167.0,167.0,167.0,167.0,0.0,167.0,0
2026-04-20 04:14:00-04:00,170.0,170.0,170.0,170.0,100.0,170.0,1
2026-04-20 04:15:00-04:00,170.0,170.0,170.0,170.0,0.0,170.0,0
2026-04-20 04:16:00-04:00,170.94,170.94,170.94,170.94,100.0,170.94,1
2026-04-20 04:17:00-04:00,170.94,170.94,170.94,170.94,0.0,170.94,0
2026-04-20 04:18:00-04:00,171.0,171.0,171.0,171.0,200.0,171.0,1
2026-04-20 04:19:00-04:00,171.0,171.0,171.0,171.0,0.0,171.0,0
2026-04-20 04:20:00-04:00,171.0,171.0,171.0,171.0,0.0,171.0,0
2026-04-20 04:21:00-04:00,171.45,171.48,171.44,171.47,400.0,171.46,4
2026-04-20 04:22:00-04:00,171.47,171.47,171.47,171.47,0.0,171.47,0
2026-04-20 04:23:00-04:00,171.5,171.5,171.5,171.5,100.0,171.5,1
2026-04-20 04:24:00-04:00,171.5,171.5,171.5,171.5,0.0,171.5,0
2026-04-20 04:25:00-04:00,171.5,171.5,171.5,171.5,0.0,171.5,0
2026-04-20 04:26:00-04:00,171.04,171.45,171.0,171.01,1819.0,171.047,11
2026-04-20 04:27:00-04:00,171.01,171.01,171.0,171.0,500.0,171.002,5
2026-04-20 04:28:00-04:00,171.0,171.0,171.0,171.0,0.0,171.0,0
2026-04-20 04:29:00-04:00,171.0,171.0,171.0,171.0,0.0,171.0,0
2026-04-20 04:30:00-04:00,171.0,171.0,171.0,171.0,0.0,171.0,0
2026-04-20 04:31:00-04:00,171.0,171.0,171.0,171.0,0.0,171.0,0
2026-04-20 04:32:00-04:00,171.0,171.0,171.0,171.0,0.0,171.0,0
2026-04-20 04:33:00-04:00,171.0,171.0,171.0,171.0,0.0,171.0,0
2026-04-20 04:34:00-04:00,171.0,171.0,171.0,171.0,0.0,171.0,0
2026-04-20 04:35:00-04:00,171.0,171.0,171.0,171.0,0.0,171.0,0
2026-04-20 04:36:00-04:00,171.62,172.0,171.62,172.0,1478.0,171.935,7
2026-04-20 04:37:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:38:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:39:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:40:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:41:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:42:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:43:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:44:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:45:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:46:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:47:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:48:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:49:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:50:00-04:00,172.0,172.0,172.0,172.0,0.0,172.0,0
2026-04-20 04:51:00-04:00,171.5,171.5,171.5,171.5,791.0,171.5,1
2026-04-20 04:52:00-04:00,171.5,171.5,171.5,171.5,0.0,171.5,0
2026-04-20 04:53:00-04:00,171.5,171.5,171.5,171.5,0.0,171.5,0
2026-04-20 04:54:00-04:00,171.5,171.5,171.5,171.5,0.0,171.5,0
